"","phn","pc1","pc2","pc3","pc4","pc5","pc6","pc7","pc8","pc9","pc10","pc11","pc12","pc13","pc14","pc15","pc16","pc17","pc18","pc19","pc20","pfna"
"914","d",-0.9383047,-23.91009,4.47066,-4.090781,1.929552,-2.949282,-3.162118,6.682159,-5.638206,9.935633,-3.751574,-12.83355,-9.709578,-3.356882,-0.3784243,-4.095256,2.633491,-0.9788296,-10.75882,6.312303,"P"
"915","aa",-3.990276,-22.95137,1.535165,0.6882085,3.253276,-6.715937,-4.569212,5.522804,-3.716129,10.95706,-1.48691,-12.27753,-10.05673,-3.272763,-0.1900861,-2.358475,2.156005,-0.9500272,-10.56259,5.176482,"A"
"916","r",-21.53899,4.695995,-7.763118,-0.8492793,-1.012034,-0.1834569,-3.959126,0.1912182,9.703065,1.893508,2.948791,1.034146,6.247068,-0.7415306,1.026999,11.45463,-2.810461,2.084188,3.035702,2.748315,"A"
"917","kcl",3.714459,22.70875,-0.2666032,1.600596,-1.622504,1.126071,4.871473,-3.354479,3.432929,0.6702074,-4.568349,-1.175919,1.964965,-0.6913239,1.33235,0.2074513,2.188305,2.856807,-2.339732,1.750469,"P"
"918","k",8.393264,4.622297,2.58652,-11.15103,5.789227,2.506096,0.2391054,3.715516,1.182699,-4.758069,1.972165,-3.545091,-3.780961,3.497534,-2.32804,-0.2305877,0.1809562,0.6276956,-0.9371354,-0.2088525,"P"
"919","s",11.22735,-0.5013622,1.33592,-7.007394,7.27301,2.719026,0.4584511,2.92612,2.818009,-5.072805,2.076723,-4.654788,-2.232949,1.690454,-1.316032,-0.17946,0.2359262,1.915631,-2.188968,0.9367289,"F"
"920","ux",-6.796825,-9.932793,4.318233,7.206537,3.635752,9.837338,-3.369245,0.02294791,2.673935,0.2030876,-1.274229,-1.62332,-1.049809,2.34255,1.327308,-2.720144,-6.714765,-0.8117462,-3.536295,2.015916,"A"
"921","tcl",17.59993,2.2106,-1.986404,3.377815,-4.453756,-0.5753542,8.148777,5.389904,-0.947435,2.944279,1.822792,0.8431296,1.658918,1.781196,7.395775,2.095321,2.078683,2.992722,-0.2060677,-0.5839421,"P"
"922","q",2.87743,0.648393,13.27192,-5.69008,7.159499,-2.147466,4.190392,3.414994,3.304808,3.14662,-1.61129,2.62214,6.23034,-2.435358,-1.216336,-2.152866,-4.195936,-1.944865,0.5836583,0.7542232,"P"
"923","eh",-11.85391,-5.0789,3.476645,-1.46578,6.760859,-3.543093,3.742164,-2.891884,-3.957468,3.728866,2.757281,1.673005,2.31529,7.172417,-0.1967061,-1.502342,3.634076,0.5803822,-0.003893791,2.505214,"A"
"924","n",-4.221867,12.95657,-3.847186,-6.069043,-0.2204965,1.613872,-0.4186526,-1.414437,-0.5851924,3.34711,0.2874553,-2.988543,4.736911,0.2326842,-0.4076736,-1.58892,3.137134,1.080776,-0.5128573,-1.34255,"N"
"925","gcl",13.12355,2.538806,10.25427,0.3461784,-0.9087438,-1.010687,-1.761456,2.020698,-0.1649793,-2.610707,1.053677,-0.2647118,2.793416,0.4461243,-1.501942,3.222525,2.514974,1.833215,0.6247726,-1.763281,"P"
"926","g",3.167011,0.06305607,13.1173,-4.228256,0.3661067,-1.637548,-2.305368,1.397399,2.794635,-3.013292,-0.6258498,-0.1340107,0.7435018,0.04014979,-0.8445771,1.937979,2.660119,-1.271455,-0.8090384,0.2747719,"P"
"927","r",-4.908484,-4.027945,7.737211,-2.870606,0.4659671,0.41105,-2.025536,1.972596,1.869454,-2.935066,-1.104292,-0.7132671,-1.187386,0.8483713,-0.02948855,-1.316693,3.270393,-2.023508,-2.133586,2.251096,"A"
"928","iy",-8.749334,12.12232,-3.253781,0.1129733,-5.373334,-1.323623,2.785607,-2.980301,-1.719794,0.7006661,-2.745268,2.667142,-0.3462846,-1.411968,1.198411,0.0693821,1.554415,-3.435975,5.050678,3.339551,"A"
"929","z",5.593255,6.811724,3.816893,3.84937,4.089771,1.321278,1.762228,2.529321,-4.263239,-3.359834,-0.2049864,-8.271281,-0.2674789,2.093749,-0.04864172,-3.05011,3.397268,1.374058,-4.36012,-0.4733329,"F"
"930","iy",-0.6305547,-1.509553,-0.3604352,-0.2287685,-4.195678,5.025843,-2.16518,-4.243922,4.209229,-2.276243,-1.192158,-0.3867053,3.966751,8.685373,-5.289743,2.010402,-2.026028,-3.25942,6.109368,6.797767,"A"
"931","w",4.977371,-3.873377,-4.626249,-6.245259,-7.002654,-4.490775,5.111883,-1.949234,-8.744477,1.274526,-4.580194,-3.469082,1.188157,-0.7166557,2.921091,4.040271,0.9532604,2.763372,-1.82629,-9.411697,"A"
"932","ao",-5.394382,-13.16744,6.943328,5.036945,-5.756451,-7.272987,8.911893,-2.849421,2.542993,-0.2845383,0.6178906,-5.596292,5.153579,-0.7769976,-2.655453,6.120935,4.049247,-0.1425181,-0.4243321,-6.912947,"A"
"933","sh",3.613349,12.00133,-11.88023,2.157645,6.936904,-2.528823,1.621795,-5.03229,-0.4820749,-5.329386,4.778515,0.6500798,-6.588813,2.349421,-3.143936,4.472379,-2.130607,-3.406927,0.4403667,4.045193,"F"
"934","epi",11.57081,-2.256872,8.462167,-10.52102,-7.89842,-2.453719,3.142981,-2.321781,1.071686,2.236019,0.5129331,-4.022583,0.9757076,-2.948124,3.701728,-2.558825,-6.169507,-3.052645,0.3266678,-2.46321,"X"
"935","w",5.426432,-4.861998,5.473957,-10.12185,-10.05133,-1.401176,5.78292,-1.791081,0.4091466,1.93491,-1.164979,-2.617005,2.011712,-1.054262,3.197787,-0.2484813,-6.925161,-1.134787,-1.502051,-3.93884,"A"
"936","ao",-4.687288,-7.333146,-3.900147,3.389618,6.946437,-8.404837,4.450802,2.809232,-1.065775,0.005372623,0.5144318,2.53148,4.85011,-2.733858,2.49408,5.104628,-5.246879,5.825861,-4.155608,-4.726803,"A"
"937","dx",0.5113645,-6.147434,-2.790735,2.684695,2.193654,-1.404795,4.198136,9.259374,7.234818,-0.6847765,3.621101,3.220208,-2.744778,-3.263764,-8.498727,0.1591574,-4.599132,-0.6535166,-4.115914,-7.703791,"P"
"938","er",-2.991225,-4.579762,1.390629,9.072435,4.431755,-2.850487,4.500426,5.276748,5.786002,-0.2138494,-5.646479,-3.805166,9.338041,-0.6168188,-6.352824,-1.33898,-2.863006,1.319011,-5.839206,-3.525709,"A"
"939","q",13.04206,5.891994,-0.1396777,3.726608,-1.779833,-4.631002,2.335214,7.278277,1.205428,4.821998,5.597662,-2.676694,2.895475,2.550113,6.63317,1.184522,0.4586788,1.047344,-1.245818,2.841055,"P"
"940","ao",-2.290249,-10.37709,-0.6586574,-6.71187,4.994863,-4.731432,9.655152,3.774615,-3.771412,10.17035,3.623495,4.28812,3.157966,1.889686,3.298376,0.8532578,3.600612,-2.609149,-2.117933,4.178376,"A"
"941","l",-5.101815,0.6759512,-4.842373,-1.259708,-2.814701,9.456395,-6.792486,-2.97079,0.9228904,-5.614005,11.65172,-1.123129,4.51904,-0.7386181,-2.006237,-1.439643,-0.5081854,-2.593289,-4.240126,-0.8779205,"A"
"942","y",7.561746,2.190227,-8.590144,2.041664,-5.414895,9.677537,-4.398189,9.512944,3.368244,1.125721,4.01881,1.706325,2.424307,1.714762,1.169229,1.766309,3.622472,-6.014579,-1.03208,0.1210769,"A"
"943","ih",8.096692,-4.901555,4.754612,1.973082,-2.092627,0.1278475,0.8349401,0.469556,0.03493248,2.800765,-9.01613,-3.836425,1.418836,3.117559,0.6350415,-3.119278,-2.851422,-1.79423,4.787839,0.07809549,"A"
"944","axr",-14.35555,0.6151077,-4.305446,-1.740506,-2.214271,1.927026,-0.03958918,-1.710649,3.337618,2.515285,0.8526444,2.58724,0.617082,-1.653113,-3.275072,-0.6363825,-3.986588,-1.362555,-1.135002,-0.5035825,"A"
"945","b",-5.103602,-17.54204,1.932985,2.887059,-1.63793,-3.108194,-4.019086,-0.5241756,1.765861,-3.62393,1.86067,4.309722,5.443913,2.89845,0.05508338,4.350543,-3.147204,0.5909045,-1.691134,-1.304149,"P"
"946","aa",-7.993596,-13.35858,1.205665,8.68566,-0.7526688,-3.883879,-4.416917,-0.3495676,1.815412,-4.416436,4.051717,3.235885,6.162759,2.249293,1.325364,4.174583,-1.368282,-0.7508552,-0.4149517,-0.7867258,"A"
"947","r",-12.17573,2.584422,-5.836763,4.38722,-0.9318022,-1.743034,3.371646,-1.150967,1.037279,-3.672641,-3.648666,-0.5247685,-1.097388,-0.3430335,-3.103852,-3.110871,-0.4428712,-3.726983,1.798106,-0.1582647,"A"
"948","bcl",0.9898388,12.5627,-3.757993,-1.09155,1.502836,0.4554803,0.6444376,-0.4669505,0.1581287,-2.903436,-1.622297,2.255864,-2.353004,-0.5205843,2.023505,-3.581896,-1.048879,1.437432,1.342387,0.451564,"P"
"949","z",9.354056,1.142275,-0.5841821,-5.202665,2.550733,1.395764,1.998597,1.069789,-0.8251535,-2.256941,0.893213,-1.083758,0.3063165,-1.469601,-0.9111554,-1.425041,0.3321697,0.2510429,0.8595074,2.699129,"F"
"950","gcl",8.148185,-0.2170172,4.072458,-5.581959,-1.982808,-1.482825,0.7153713,-0.6157149,-0.7717968,1.852403,-0.1144153,1.199558,0.688614,-0.7249942,1.424195,-1.376724,-1.238215,1.782241,1.735762,-2.16821,"P"
"951","g",5.318895,-3.415804,3.574873,-5.206296,-1.97111,-1.341126,0.1198411,-0.3933016,0.4665595,0.6936079,0.5249709,2.382231,0.670471,0.8882481,1.789091,-1.93239,-1.269972,2.654929,0.7012733,-3.000087,"P"
"952","ow",-3.951832,-7.890867,2.856178,3.522182,-0.6618066,-0.9271913,0.9140142,0.03032584,3.851951,-2.121969,2.758582,2.396864,2.392142,1.759631,-0.2387018,-1.459359,-0.353343,1.865594,-0.4490318,1.38778,"A"
"953","l",-6.9389,2.241846,-8.596257,-5.055968,2.267596,-1.026727,1.485235,-0.3598361,-1.08999,-1.195302,-0.9660156,-0.08346694,-0.8524795,0.3267314,-2.009135,-1.560773,-0.3379276,-1.947777,2.208909,-1.221679,"A"
"954","dcl",15.61817,-0.5321272,-6.567192,0.3270191,0.1774436,0.1989607,2.890278,-2.92525,-2.610392,3.646819,1.219975,-2.571748,-2.995502,-3.016722,0.01530049,-2.501503,-4.01338,-0.04778956,-0.1769605,0.009446025,"P"
"955","b",-0.09029902,-13.16348,6.301759,-1.157353,2.742448,-1.005115,-6.664444,2.579768,2.757985,-7.552194,1.587124,6.499252,2.665397,3.587516,-0.3106848,3.739461,-0.09006526,0.5304885,-1.012809,-4.004362,"P"
"956","r",-4.846867,-13.87807,5.368074,8.031213,1.978562,-1.387525,-6.88945,0.5532701,3.186477,-8.744123,3.749977,4.992582,5.590042,0.9368795,-0.04605528,5.252943,-0.08362579,0.3273693,1.021916,-1.236621,"A"
"957","ey",-13.14217,3.704629,3.178434,4.800465,-4.300413,-4.627677,-3.800341,-0.2128539,0.7019034,-0.7702192,0.8929048,1.439661,-2.409881,-0.2490358,-1.567689,2.643569,2.432521,-5.274842,-0.984544,0.9225827,"A"
"958","s",8.575652,2.905127,-2.429312,10.86375,1.560259,-0.3685791,2.772798,-2.187709,1.313993,-1.022188,-4.216408,-2.414453,-0.9369647,-3.25714,5.665668,-3.503194,-0.17707,2.954888,0.03700993,2.339524,"F"
"959","l",-4.069695,-6.882874,-3.820683,-4.784256,3.04276,5.529639,1.853358,1.788322,-0.1763155,0.03638843,-0.8563126,-1.428405,-0.2045469,0.1581419,-0.2939418,2.060843,-0.811783,-0.4078634,-0.853846,-1.801659,"A"
"960","ax",0.4873572,-4.482573,-5.929954,4.26672,1.763641,2.370661,-0.1573844,0.244725,-1.258303,1.743979,0.6960384,-0.885865,-0.0934618,1.178921,-3.023997,4.800098,-2.326794,0.2361461,-2.273714,0.5137791,"A"
"961","tcl",4.929791,4.903488,2.213293,6.162775,0.4142726,0.1182222,-1.459326,-4.009748,1.970749,0.2263305,0.05395302,-1.006548,4.059829,0.3243208,-0.7420023,-0.2284297,-0.6557926,-1.737105,-1.440242,1.951223,"P"
"962","w",-5.115535,-0.2377913,-2.616678,-5.989737,0.5905763,1.446899,-1.79229,3.191949,3.428758,-0.08461956,1.293191,-0.03505017,-2.94147,-0.781322,-2.872893,3.316938,-0.6864738,1.556208,1.432848,-0.9487293,"A"
"963","ax",-1.21593,-2.678921,-3.65957,3.903853,1.511966,1.676933,0.6334162,0.2569657,3.713031,-3.211629,-1.983442,-4.304965,3.235063,0.06524592,-3.63628,0.516303,-1.346014,1.816548,-0.2342707,1.405758,"A"
"964","z",-1.892427,14.12231,5.55413,-1.70045,-0.6621304,-2.222011,-0.007345,-1.589138,-0.02083227,-0.8884178,0.4914736,1.669104,-1.887638,-1.542937,2.213286,1.322332,2.498762,-0.3251725,0.7482253,1.588115,"F"
"965","ax",-1.588788,-2.034944,-3.729873,-5.792379,1.70341,5.015532,1.284878,3.152942,0.7713182,-2.1778,-0.4540361,-4.064667,-1.755444,0.09059989,-2.682699,-1.148354,-2.528123,-0.5346491,0.7976085,0.6039766,"A"
"966","gcl",13.64095,0.5408289,-2.518889,1.318773,4.738849,-0.7936053,-0.07984475,-0.1755233,-2.273029,3.066506,-0.4371436,-4.957813,-3.803917,-1.323794,4.978528,-1.359817,-1.322004,0.2782334,-3.978889,1.910977,"P"
"967","g",10.73776,-5.823981,2.909993,-7.220476,0.34137,-0.4505418,0.07837984,-2.7851,0.2039853,5.910312,0.5684845,-2.919406,-1.608812,-3.820575,3.314429,-2.169328,-6.063427,-2.169167,1.299777,-0.6085459,"P"
"968","r",-2.716167,-7.923169,2.784293,3.223264,-1.203853,3.004787,1.493362,-0.4503186,5.460376,4.643155,1.061585,-0.9783437,-0.3165357,0.3790046,0.6225548,3.048134,-4.838138,1.538434,1.416327,-2.998703,"A"
"969","ae",-15.93228,2.957665,0.913984,1.992643,-0.3547715,-0.183226,-2.793069,1.351431,-0.1333707,3.07111,2.525437,0.07866826,4.692101,1.090084,1.418571,5.096374,-2.411447,0.03754179,-0.205366,-0.9460045,"A"
"970","dcl",4.620417,5.581346,-3.485504,3.882996,1.670265,2.031966,-0.3785731,2.198309,-2.698666,1.618714,2.074689,-1.990775,-0.6851409,1.085104,-1.807488,1.285185,-1.411871,-2.319528,-0.6166536,0.7809709,"P"
"971","jh",10.86979,3.661493,3.11901,-5.242692,4.452675,0.9462495,-0.7669195,0.5735319,0.09791515,0.9930769,-1.0778,-3.688207,-1.037375,-2.533268,3.052024,-3.035265,0.1670954,-0.8548304,-2.071365,2.171936,"P"
"972","ix",9.371989,-6.350233,-0.07191603,-6.137292,2.337159,3.573413,-0.02176173,-0.6496932,-2.030021,3.895683,0.5169538,-2.810937,-3.027273,-1.243674,2.46311,-2.607252,-5.013322,-1.759489,0.3957512,1.248338,"A"
"973","w",4.419679,-6.478797,1.863982,3.463826,-0.06996661,0.9997638,0.7783052,-0.2241587,4.117686,4.005868,1.267958,-0.2953147,0.9691319,-1.155683,2.564257,0.1796165,-2.976066,0.4672231,2.298466,-1.547485,"A"
"974","ey",-7.590029,-1.129551,3.450135,3.380021,-0.4608459,1.579079,-1.600672,1.964391,1.0484,4.068997,0.8520514,1.864982,2.789323,0.4475384,1.276316,2.831568,-3.448561,1.603458,1.952518,-1.999952,"A"
"975","sh",1.928554,6.329011,-1.615277,4.482673,0.406813,1.002775,-0.1976262,-0.0821611,1.715488,-0.1076513,1.318484,-0.7187074,1.023687,-0.4812534,-1.470955,0.2195304,-1.655517,-0.7224453,-0.01159511,-0.1155846,"F"
"976","en",-2.448276,5.492303,-1.455175,-4.890006,1.055588,2.733098,0.6435944,1.563006,-1.557882,-0.6774681,-0.4970757,-0.2211774,-1.154656,-0.6490818,-1.065416,0.4658102,0.07718403,-0.6283524,0.5522145,-0.8736856,"N"
"977","pcl",9.958771,-1.107917,-2.293627,-3.128176,-0.2565131,-0.6058879,0.1535537,-3.36311,-2.882748,0.9040579,-1.008441,-2.788825,2.329675,-1.55208,-0.1515944,0.342778,0.2531855,-0.2293663,0.3282747,2.745988,"P"
"978","p",3.71688,-2.724552,7.523771,0.855293,-0.179653,0.8712866,-0.1926021,-0.1916384,4.54816,0.3083664,0.849525,-1.340351,-1.802498,-2.673081,-0.4943588,-0.5644622,-0.6525927,1.859421,0.6996104,1.073906,"P"
"979","r",-4.733584,-2.086412,7.751404,1.349061,-0.1193295,1.19773,-1.101833,2.512657,0.2885954,-0.5595844,0.4038306,-3.26477,0.3132978,-2.10516,-1.047693,-2.077156,-1.580021,1.265246,1.376568,1.346921,"A"
"980","eh",-10.67812,0.2257595,-2.005107,-0.1890868,2.734034,-4.585926,-2.351478,-0.5068968,1.64899,-0.1348617,1.576238,-1.72983,0.6455154,-0.5186286,2.535132,3.18434,0.9811146,0.1480325,-0.1975699,0.8718771,"A"
"981","z",1.518054,7.791223,-0.661132,1.72263,-0.8707015,0.834923,0.354664,0.2099763,1.854719,0.9815273,-0.4037501,-0.5844416,0.4127186,0.3363852,-0.4580211,0.2758841,-0.3722381,0.3771742,-0.1027943,-0.1904438,"F"
"982","en",-0.6009099,4.7652,2.613492,-3.504163,0.8740903,1.456561,1.720999,-0.4101597,0.7727551,-0.9653302,-0.5771871,-2.137054,0.3842769,-0.2574258,-0.6001893,0.3098714,-0.4910367,-0.326122,0.2194948,0.3091289,"N"
"983","tcl",-0.4118118,3.931647,0.2175558,-1.579782,0.8969674,0.7019167,1.512592,-0.6481093,0.2721607,-0.3585994,0.1701085,-1.970266,-0.318918,0.2873018,-0.8394765,0.9486222,-0.05179811,0.0626203,-0.3316349,0.6379838,"P"
"984","dh",2.382211,-16.41813,13.16486,2.687946,0.715616,1.018244,-8.081189,-3.836965,-3.186455,-2.238965,-0.6998012,-2.181919,1.728826,-2.047582,0.8170336,-0.1673056,0.6174257,-8.440767,2.369439,2.981939,"F"
"985","ih",-9.936899,-8.933368,1.459333,4.634957,-8.544045,0.3444173,-4.634329,-5.353754,-3.748243,6.821828,-2.980194,2.904622,-5.316919,-1.769553,0.5152106,0.06320881,1.325912,-11.79112,3.315654,-0.7493062,"A"
"986","s",-7.658822,7.165081,-5.458913,10.46183,-0.5225089,-5.458391,2.198146,-1.092725,3.635299,1.692892,-3.734617,-5.916032,1.914956,1.817425,5.051071,4.494479,2.906675,4.373666,-0.7229953,3.455151,"F"
"987","th",19.57533,0.8523127,0.0601397,0.118718,1.479308,2.809588,7.789115,4.927835,-1.467732,-1.175735,5.616441,-0.4243969,-0.1343334,-0.8572234,3.554029,0.9103585,4.118806,-4.297954,1.561297,0.05332297,"F"
"988","ih",-4.33878,-10.52637,3.537608,-5.234224,5.622782,1.219861,4.587613,-0.1464674,-3.737531,7.455014,1.654577,3.847805,2.142992,5.681656,2.874851,-2.349438,5.262528,1.861597,1.154241,4.644569,"A"
"989","r",-5.665397,-0.5716164,-0.3283475,6.955272,6.477981,4.459078,-3.891926,1.094222,1.251868,8.453774,0.9640419,0.7207154,5.208724,-0.7423312,-2.135359,-2.618126,2.050456,3.800263,3.376159,-0.3260845,"A"
"990","iy",-4.055539,2.5868,-2.500938,1.929803,1.350162,10.58751,-3.046465,0.2701293,2.294437,3.477098,5.876019,-1.259904,0.6295783,-2.640237,-0.2966394,0.620733,4.926771,-1.17676,1.202805,-1.122306,"A"
"991","ix",1.931023,-7.698689,-8.700706,-6.445162,-4.096112,4.535984,3.008179,3.197755,14.50712,1.577736,0.8508967,0.1994617,-0.08511359,-9.005258,4.004259,0.3090886,-4.872404,-7.562946,1.507993,3.134276,"A"
"992","v",7.16876,2.197201,-2.965596,12.72815,-0.9629565,-2.030033,-1.910584,8.725139,-7.937634,4.27284,-12.12407,7.904858,1.243503,7.576105,5.423621,-0.6697664,0.1512929,5.624753,3.10242,4.343618,"F"
"993","ih",-10.51566,-4.756542,8.934852,-6.245693,0.4146117,3.208753,6.621657,-12.77657,-0.002590824,2.947805,-0.66773,1.215831,3.071331,-2.988667,-0.656276,3.902233,2.715527,0.472527,-2.077319,1.827266,"A"
"994","n",-2.430192,1.914343,-10.76734,0.4045781,-0.5567509,-2.592427,-1.034809,3.74744,9.939004,0.9499765,3.151725,1.317035,0.5993681,1.446262,-1.731738,-9.490273,5.644089,-0.3051245,-1.605305,3.462452,"N"
"995","tcl",1.187168,-3.717923,-6.201296,4.110219,3.349304,0.6010896,3.271957,6.507698,2.599593,-1.680632,-0.3957332,-1.314301,6.821471,-10.20327,4.531131,-6.520863,6.260117,2.324065,3.440757,1.017098,"P"
"996","ch",4.410469,-6.022388,0.04462601,4.002297,5.390316,1.476203,2.434826,8.683441,-7.911261,-0.512784,-0.3433754,-4.87163,1.265566,-6.80306,1.251892,0.69725,2.330546,2.612494,3.902015,1.457778,"P"
"997","ax",0.9614852,-7.009218,6.764215,-3.31464,5.069081,9.210733,-1.274053,-4.284441,-3.038398,0.1058078,-0.4425129,-1.387145,-3.394112,-0.8197105,4.049778,-0.5264651,6.310937,-0.07397693,1.853736,-7.515817,"A"
"998","l",-0.6825478,-8.378746,-0.3366247,7.977286,5.131592,7.550118,-12.80565,1.904292,2.513085,0.09569645,6.522968,2.865807,-10.47022,-0.6031328,-1.411274,2.291629,-1.207572,-0.04464793,-2.712557,-4.819918,"A"
"999","iy",-12.59578,0.3081342,3.902561,11.68385,-6.93329,5.630128,-7.903332,-0.1815747,0.4493977,-2.048286,-2.15858,-0.6688378,6.602203,2.665284,5.781869,5.364834,3.412311,-7.685726,-0.6134171,-1.104907,"A"
"1000","pcl",-3.120332,7.326091,-15.33408,1.217076,-6.881575,3.706172,6.245799,-0.8893871,-4.444952,2.278478,-13.8604,-4.475403,0.1627087,-1.100331,0.6061648,-2.514066,-0.909887,3.572374,-0.5457867,3.505969,"P"
"1001","p",13.50242,-4.811323,12.84971,-2.630343,9.765568,3.554912,-0.1848516,2.363189,0.01160217,-2.658292,1.1227,-3.780827,1.043957,-7.125467,-0.9787801,4.210409,-1.768702,2.218055,4.859338,-0.2783731,"P"
"1002","r",-3.951794,-9.471532,2.976123,-0.9941698,5.0214,11.2009,-6.83567,-1.928023,-0.2006845,-1.03072,2.025298,-1.532476,-5.563352,-3.174497,3.565837,1.936435,-1.010194,-0.2660427,-0.1916558,-5.079168,"A"
"1003","ux",2.62844,-8.019012,-4.986259,6.505849,2.322656,7.605532,-12.96749,1.89757,3.690322,0.5967774,-4.814857,-3.536321,-1.687143,-0.9549839,7.35701,4.711627,-0.4925155,-2.095909,-2.775736,-6.92269,"A"
"1004","v",0.8418415,0.9017007,-14.26556,3.534393,0.7205827,-3.234163,2.475727,-0.4465305,4.503623,-0.1220983,-12.87277,-2.730824,-7.196236,6.446263,0.2135916,-3.118774,0.04165027,3.309952,0.767218,3.903527,"F"
"1005","dcl",-0.3555446,4.587827,7.634551,-8.111484,3.672312,-0.5114407,-3.602619,-1.09816,8.147222,-5.813969,1.812577,1.59998,2.693992,-2.058296,-1.925222,4.167738,-1.08895,0.7825262,-1.387216,-0.1456079,"P"
"1006","t",-3.343133,-3.455415,4.687967,-4.330657,2.049468,6.040648,-1.430539,0.5825871,-0.9047325,-9.64071,2.439821,-2.712914,6.600842,-0.2737751,0.6294887,0.1367473,-3.362201,-0.8831668,1.201443,-2.757469,"P"
"1007","ax-h",3.826669,3.03845,-4.182175,1.111061,-0.5032302,-2.446112,-1.319669,3.154018,-2.188625,1.514471,7.332144,-0.3754066,-0.7114149,4.940038,1.695629,4.610251,3.122704,-4.520971,0.8735593,5.721812,"X"
"1008","q",7.609297,-3.749606,4.470686,-2.905082,0.4099084,2.178421,3.267886,1.296309,-0.4888837,-1.777053,-6.457449,2.114776,0.4701946,-2.530207,-4.454957,-0.06843216,-2.747838,-0.4141988,3.304163,-0.2919996,"P"
"1009","ix",-3.883282,-3.764124,3.799163,2.64742,-0.3926274,1.260716,-4.012933,-9.598663,3.303279,-3.53648,1.475149,0.4940161,-0.492597,-0.4565376,3.963704,1.81806,-0.3544955,6.043858,-3.816509,-2.628337,"A"
"1010","nx",-7.35466,3.2611,-1.717666,3.945574,-5.564304,-2.029976,-8.584393,4.399578,0.9025143,-5.848217,2.967199,3.734768,3.710586,2.637966,0.2205871,1.557793,5.454116,-5.254124,-6.07982,-4.634418,"N"
"1011","ix",-4.100939,0.5524522,-2.577084,0.8975667,0.1891416,0.3618344,-0.5757187,3.239693,0.1594091,-8.768779,-2.191627,-0.1392164,1.330024,-3.504112,2.872547,0.06703812,0.381111,-6.135447,-0.8797247,2.9601,"A"
"1012","gcl",11.31632,-2.542277,-3.163626,4.70872,0.2450221,-5.705957,-3.958962,-0.7552837,-1.794301,-7.951918,-9.071345,5.708214,-5.893375,2.314956,2.139367,-3.130925,-2.367876,2.077567,1.695319,1.201994,"P"
"1013","g",11.38925,-4.403191,2.656926,2.495387,-4.53189,-3.272229,-2.559918,-5.423984,-3.905183,-8.560496,-8.218473,4.240245,-1.409976,-0.4113724,4.055847,-8.290827,-2.6349,-0.2277843,1.281643,-1.319621,"P"
"1014","z",7.498287,-3.495342,3.774212,-1.369323,-8.873694,-1.802059,-1.025748,-3.20901,-6.324414,-5.15795,-4.713285,4.676945,-2.346312,1.028629,2.748137,-4.305497,0.3344548,-2.674302,-0.2564574,-2.743177,"F"
"1015","ae",1.734725,-15.31638,-8.285135,-2.054964,-6.197002,-5.500253,-4.747133,5.506658,-2.813787,-7.369505,-4.692421,11.40143,-0.1235411,-2.494176,0.3567084,-3.924366,-1.228948,-4.520222,-2.093777,-3.20232,"A"
"1016","kcl",13.50743,-0.6308842,-15.45138,5.891839,3.731533,-2.632635,0.9847517,-1.659297,5.16543,-2.934609,-2.745241,3.219597,-3.519363,0.6149449,-1.234636,-2.630994,1.367543,2.227198,-1.977815,2.562681,"P"
"1017","t",-10.09303,-1.833396,4.876158,-7.846205,0.5762975,2.576795,1.142152,-1.737841,4.67171,-0.9478204,-1.328617,-0.7440987,2.799078,-3.845492,2.317455,-2.158183,-1.197953,0.6287958,1.526075,-2.124388,"P"
"1018","aa",-19.31508,-1.390599,2.471132,10.80939,-5.822994,-5.816236,-3.015352,2.229067,-0.8969096,-0.6487271,-1.370957,1.465748,3.544525,-3.025247,2.961894,6.162515,-3.804956,-8.455382,1.14231,2.932609,"A"
